iter	Passed	Remaining
616	684	425
617	687	424
618	688	423
619	689	422
620	690	421
621	691	420
622	692	419
623	693	417
624	694	416
625	695	415
626	696	414
627	697	413
628	698	411
629	698	410
630	700	409
631	702	408
632	703	407
633	704	406
634	705	405
635	706	404
636	707	403
637	708	402
638	709	400
639	710	399
640	711	398
641	712	397
642	713	395
643	713	394
644	715	393
645	716	392
646	717	391
647	718	390
648	719	389
649	720	388
650	721	386
651	722	385
652	724	384
653	726	384
654	727	383
655	728	381
656	729	380
657	731	380
658	732	378
659	733	377
660	734	376
661	734	375
662	736	374
663	738	373
664	739	372
665	740	371
666	740	369
667	741	368
668	743	367
669	744	366
670	746	365
671	747	364
672	749	364
673	750	363
674	751	361
675	752	360
676	753	359
677	754	358
678	755	357
679	756	356
680	758	355
681	759	354
682	760	352
683	761	351
684	762	350
685	763	349
686	764	348
687	765	347
688	767	346
689	769	345
690	770	344
691	770	343
692	773	342
693	774	341
694	775	340
695	776	339
696	777	337
697	778	336
698	780	335
699	781	334
700	782	333
701	783	332
702	784	331
703	785	330
704	786	329
705	788	328
706	789	327
707	791	326
708	793	325
709	794	324
710	795	323
711	796	322
712	797	321
713	798	320
714	802	319
715	803	318
716	804	317
717	805	316
718	806	315
719	807	314
720	808	312
721	809	311
722	810	310
723	816	311
724	818	310
725	819	309
726	820	308
727	821	306
728	822	305
729	823	304
730	824	303
731	826	302
732	828	301
733	829	300
734	831	299
735	832	298
736	833	297
737	834	296
738	835	294
739	836	293
740	837	292
741	839	291
742	840	290
743	841	289
744	842	288
745	844	287
746	846	286
747	847	285
748	848	284
749	849	283
750	850	282
751	851	280
752	852	279
753	853	278
754	856	277
755	857	276
756	859	275
757	860	274
758	861	273
759	862	272
760	863	271
761	864	270
762	865	268
763	866	267
764	867	266
765	868	265
766	869	264
767	870	262
768	871	261
769	872	260
770	873	259
771	875	258
772	876	257
773	876	256
774	877	254
775	878	253
776	879	252
777	880	251
778	880	249
779	881	248
780	882	247
781	883	246
782	883	244
783	884	243
784	885	242
785	886	241
786	887	240
787	888	239
788	889	237
789	890	236
790	891	235
791	892	234
792	893	233
793	894	231
794	894	230
795	895	229
796	896	228
797	897	227
798	897	225
799	898	224
800	899	223
801	900	222
802	900	221
803	901	219
804	903	218
805	904	217
806	905	216
807	906	215
808	907	214
809	907	212
810	908	211
811	909	210
812	910	209
813	911	208
814	912	207
815	912	205
816	913	204
817	914	203
818	915	202
819	916	201
820	917	200
821	919	199
822	920	197
823	921	196
824	921	195
825	923	194
826	924	193
827	924	192
828	925	190
829	926	189
830	927	188
831	928	187
832	929	186
833	930	185
834	931	184
835	933	183
836	933	181
837	934	180
838	935	179
839	936	178
840	937	177
841	938	176
842	939	175
843	940	173
844	941	172
845	942	171
846	943	170
847	944	169
848	945	168
849	946	167
850	947	165
851	948	164
852	949	163
853	950	162
854	951	161
855	953	160
856	954	159
857	955	158
858	956	157
859	957	155
860	958	154
861	959	153
862	961	152
863	962	151
864	963	150
865	964	149
866	965	148
867	966	146
868	967	145
869	968	144
870	969	143
871	969	142
872	970	141
873	971	140
874	972	138
875	973	137
876	975	136
877	976	135
878	977	134
879	979	133
880	980	132
881	981	131
882	982	130
883	983	129
884	984	127
885	985	126
886	986	125
887	987	124
888	988	123
889	989	122
890	991	121
891	992	120
892	993	119
893	994	117
894	995	116
895	996	115
896	997	114
897	998	113
898	999	112
899	1000	111
900	1000	109
901	1001	108
902	1002	107
903	1004	106
904	1005	105
905	1006	104
906	1008	103
907	1009	102
908	1010	101
909	1011	100
910	1012	98
911	1013	97
912	1014	96
913	1014	95
914	1015	94
915	1016	93
916	1017	92
917	1019	91
918	1020	89
919	1022	88
920	1023	87
921	1024	86
922	1025	85
923	1026	84
924	1027	83
925	1028	82
926	1029	81
927	1030	79
928	1031	78
929	1032	77
930	1034	76
931	1036	75
932	1037	74
933	1038	73
934	1040	72
935	1041	71
936	1042	70
937	1043	68
938	1045	67
939	1045	66
940	1047	65
941	1048	64
942	1049	63
943	1051	62
944	1052	61
945	1053	60
946	1054	59
947	1055	57
948	1056	56
949	1057	55
950	1058	54
951	1059	53
952	1060	52
953	1061	51
954	1064	50
955	1065	49
956	1066	47
957	1067	46
958	1068	45
959	1069	44
960	1070	43
961	1072	42
962	1073	41
963	1073	40
964	1075	38
965	1076	37
966	1078	36
967	1079	35
968	1080	34
969	1082	33
970	1083	32
971	1084	31
972	1085	30
973	1086	29
974	1087	27
975	1088	26
976	1089	25
977	1091	24
978	1092	23
979	1094	22
980	1095	21
981	1096	20
982	1098	18
983	1099	17
984	1100	16
985	1101	15
986	1102	14
987	1103	13
988	1104	12
989	1105	11
990	1107	10
991	1109	8
992	1110	7
993	1111	6
994	1113	5
995	1114	4
996	1115	3
997	1116	2
998	1117	1
999	1118	0
